Origin,Voucher ID,Vendor Name,Invoice Date,Invoice ID (or DBID),Payment Date,Invoice  Amt,Line Description,Paid Gross Amount,Account,Fund,Deptid,ChartField 1,ChartField 2,Payment Method,Account Descr, Amount ,ticket #
TRV,13614205,US BANK UC TRAVEL CENTER,10/18/22,582920888483,10/26/22,10.000,No Description,10.000,57211,68600,17822,UGADRC,UGRCI,EFT,Travel DB US Bank Clearing, 10.00 ,8900833721562
TRV,13583735,US BANK UC TRAVEL CENTER,6/13/22,100680181575,6/21/22,277.370,No Description,277.370,57211,68600,17828,UGOPER,UGPRD,EFT,Travel DB US Bank Clearing, 277.37 ,5267753507033
TRV,13583769,US BANK UC TRAVEL CENTER,6/13/22,581650734374,6/21/22,10.000,No Description,10.000,57211,68600,17828,UGOPER,UGPRD,EFT,Travel DB US Bank Clearing, 10.00 ,8900815985683
TRV,13545865,US BANK UC TRAVEL CENTER,1/31/22,100742607618,2/8/22,137.970,No Description,137.970,57211,68600,21410,      ,     ,EFT,Travel DB US Bank Clearing, 137.97 ,5267703036806
TRV,13545881,US BANK UC TRAVEL CENTER,1/31/22,580320496852,2/8/22,10.000,No Description,10.000,57211,68600,21410,      ,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900814328123
TRV,13562299,US BANK UC TRAVEL CENTER,4/4/22,100885307988,4/12/22,197.600,No Description,197.600,57211,68600,21410,      ,     ,EFT,Travel DB US Bank Clearing, 197.60 ,5267750225976
TRV,13562344,US BANK UC TRAVEL CENTER,4/4/22,580950851412,4/12/22,10.000,No Description,10.000,57211,68600,21410,      ,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900815198483
TRV,13565002,US BANK UC TRAVEL CENTER,4/13/22,100174849004,4/21/22,212.060,No Description,212.060,57211,68600,21410,      ,     ,EFT,Travel DB US Bank Clearing, 212.06 ,5267751083241
TRV,13565035,US BANK UC TRAVEL CENTER,4/13/22,581041160473,4/21/22,10.000,No Description,10.000,57211,68600,21410,      ,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900815199406
TRV,13591499,US BANK UC TRAVEL CENTER,7/19/22,100743461408,7/27/22,117.950,No Description,117.950,57211,68600,21410,      ,     ,EFT,Travel DB US Bank Clearing, 117.95 ,5267754366969
TRV,13591543,US BANK UC TRAVEL CENTER,7/19/22,582011026423,7/27/22,10.000,No Description,10.000,57211,68600,21410,      ,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900817032265
TRV,13586943,US BANK UC TRAVEL CENTER,6/27/22,100287252146,7/5/22,257.960,No Description,257.960,57211,68600,21835,      ,     ,EFT,Travel DB US Bank Clearing, 257.96 ,5267753792884
TRV,13586981,US BANK UC TRAVEL CENTER,6/27/22,581790826506,7/5/22,10.000,No Description,10.000,57211,68600,21835,      ,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900816795259
TRV,13589951,US BANK UC TRAVEL CENTER,7/12/22,100725759372,7/20/22,117.950,No Description,117.950,57211,68600,26461,      ,     ,EFT,Travel DB US Bank Clearing, 117.95 ,5267754366526
TRV,13589990,US BANK UC TRAVEL CENTER,7/12/22,581941041733,7/20/22,10.000,No Description,10.000,57211,68600,26461,      ,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900816958127
TRV,13547829,US BANK UC TRAVEL CENTER,2/7/22,100106205630,2/15/22,212.060,No Description,212.060,57211,68600,31202,      ,OAIEO,EFT,Travel DB US Bank Clearing, 212.06 ,5267703195035
TRV,13547869,US BANK UC TRAVEL CENTER,2/7/22,580390738087,2/15/22,10.000,No Description,10.000,57211,68600,31202,      ,OAIEO,EFT,Travel DB US Bank Clearing, 10.00 ,8900814776052
TRV,13568772,US BANK UC TRAVEL CENTER,4/26/22,581170876639,5/4/22,32.000,No Description,32.000,57211,68600,31722,BBDMDF,     ,EFT,Travel DB US Bank Clearing, 32.00 ,8900815200324
TRV,13631099,US BANK UC TRAVEL CENTER,12/20/22,105027661494,1/3/23,245.770,No Description,245.770,57211,68600,31722,BBDMDF,     ,EFT,Travel DB US Bank Clearing, 245.77 ,5267859459153
TRV,13631159,US BANK UC TRAVEL CENTER,12/20/22,583550855929,1/3/23,10.000,No Description,10.000,57211,68600,31722,BBDMDF,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900834044596
TRV,13544574,US BANK UC TRAVEL CENTER,1/24/22,100506767797,2/2/22,255.300,No Description,255.300,57211,69085,31178,UIPCC1,     ,EFT,Travel DB US Bank Clearing, 255.30 ,5267702860179
TRV,13544588,US BANK UC TRAVEL CENTER,1/24/22,580250615462,2/2/22,10.000,No Description,10.000,57211,69085,31178,UIPCC1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900814327933
TRV,13548050,US BANK UC TRAVEL CENTER,2/8/22,100866341168,2/16/22,337.170,No Description,337.170,57211,69085,31178,UIPCC1,     ,EFT,Travel DB US Bank Clearing, 337.17 ,5267703195097
TRV,13548054,US BANK UC TRAVEL CENTER,2/8/22,100866341218,2/16/22,406.170,No Description,406.170,57211,69085,31178,UIPCC1,     ,EFT,Travel DB US Bank Clearing, 406.17 ,5267703195121
TRV,13548083,US BANK UC TRAVEL CENTER,2/8/22,580400762637,2/16/22,10.000,No Description,10.000,57211,69085,31178,UIPCC1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900814776105
TRV,13548084,US BANK UC TRAVEL CENTER,2/8/22,580400775977,2/16/22,10.000,No Description,10.000,57211,69085,31178,UIPCC1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900814776129
TRV,13562724,US BANK UC TRAVEL CENTER,4/5/22,100692844875,4/14/22,405.550,No Description,405.550,57211,69085,31178,UIPCC1,     ,EFT,Travel DB US Bank Clearing, 405.55 ,5267750226125
TRV,13562835,US BANK UC TRAVEL CENTER,4/5/22,580960821578,4/14/22,10.000,No Description,10.000,57211,69085,31178,UIPCC1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900815198608
TRV,13560624,US BANK UC TRAVEL CENTER,3/30/22,100998196496,4/7/22,242.970,No Description,242.970,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 242.97 ,5267750225579
TRV,13560642,US BANK UC TRAVEL CENTER,3/30/22,100998196777,4/7/22,227.560,No Description,227.560,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 227.56 ,5267750225675
TRV,13560670,US BANK UC TRAVEL CENTER,3/30/22,580901087004,4/7/22,10.000,No Description,10.000,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900815198180
TRV,13560686,US BANK UC TRAVEL CENTER,3/30/22,580901222445,4/7/22,10.000,No Description,10.000,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900815198072
TRV,13562725,US BANK UC TRAVEL CENTER,4/5/22,100692844883,4/14/22,157.960,No Description,157.960,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 157.96 ,5267750226169
TRV,13562777,US BANK UC TRAVEL CENTER,3/29/22,580890708134,4/14/22,10.000,No Description,10.000,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900815198024
TRV,13562836,US BANK UC TRAVEL CENTER,4/5/22,580960829688,4/14/22,10.000,No Description,10.000,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900815198634
TRV,13568290,US BANK UC TRAVEL CENTER,4/25/22,100861350536,5/3/22,337.170,No Description,337.170,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 337.17 ,5267751803707
TRV,13568311,US BANK UC TRAVEL CENTER,4/25/22,581160675703,5/3/22,10.000,No Description,10.000,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900815200254
TRV,13573155,US BANK UC TRAVEL CENTER,5/11/22,100326275955,5/19/22,117.950,No Description,117.950,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 117.95 ,5267752213792
TRV,13573156,US BANK UC TRAVEL CENTER,5/11/22,100326275963,5/19/22,117.950,No Description,117.950,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 117.95 ,5267752213795
TRV,13573197,US BANK UC TRAVEL CENTER,5/11/22,581321152576,5/19/22,10.000,No Description,10.000,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900815983091
TRV,13573198,US BANK UC TRAVEL CENTER,5/11/22,581321153491,5/19/22,10.000,No Description,10.000,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900815983094
TRV,13576353,US BANK UC TRAVEL CENTER,5/23/22,100246870881,6/1/22,127.960,No Description,127.960,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 127.96 ,5267752701403
TRV,13576354,US BANK UC TRAVEL CENTER,5/23/22,100246870899,6/1/22,192.600,No Description,192.600,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 192.60 ,5267752701406
TRV,13576379,US BANK UC TRAVEL CENTER,5/23/22,581440772607,6/1/22,10.000,No Description,10.000,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900815984169
TRV,13576395,US BANK UC TRAVEL CENTER,5/23/22,581440936822,6/1/22,10.000,No Description,10.000,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900815984162
TRV,13576888,US BANK UC TRAVEL CENTER,5/25/22,100899586980,6/2/22,58.980,No Description,58.980,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 58.98 ,5267752701598
TRV,13576906,US BANK UC TRAVEL CENTER,5/25/22,581461063371,6/2/22,10.000,No Description,10.000,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900815984336
TRV,13584332,US BANK UC TRAVEL CENTER,6/15/22,100358306429,6/23/22,351.900,No Description,351.900,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 351.90 ,5267753507203
TRV,13584389,US BANK UC TRAVEL CENTER,6/15/22,581671296054,6/23/22,10.000,No Description,10.000,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900815985839
TRV,13587434,US BANK UC TRAVEL CENTER,6/29/22,100941390536,7/8/22,168.580,No Description,168.580,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 168.58 ,5267754071042
TRV,13587461,US BANK UC TRAVEL CENTER,6/29/22,581811120810,7/8/22,10.000,No Description,10.000,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900816795461
TRV,13588672,US BANK UC TRAVEL CENTER,7/5/22,100883846093,7/13/22,152.960,No Description,152.960,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 152.96 ,5267754071321
TRV,13588686,US BANK UC TRAVEL CENTER,7/5/22,581870728002,7/13/22,10.000,No Description,10.000,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900816795747
TRV,13606521,US BANK UC TRAVEL CENTER,9/20/22,100540366424,9/28/22,373.950,No Description,373.950,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 373.95 ,5267856616860
TRV,13606535,US BANK UC TRAVEL CENTER,9/20/22,582640740034,9/28/22,10.000,No Description,10.000,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900833256543
TRV,13608637,US BANK UC TRAVEL CENTER,9/28/22,106109382561,10/6/22,363.180,No Description,363.180,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 363.18 ,5267857091805
TRV,13608679,US BANK UC TRAVEL CENTER,9/28/22,582721202516,10/6/22,10.000,No Description,10.000,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900833327229
TRV,13609852,US BANK UC TRAVEL CENTER,10/3/22,109921357592,10/11/22,216.070,No Description,216.070,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 216.07 ,5267857092161
TRV,13609853,US BANK UC TRAVEL CENTER,10/3/22,109921357600,10/11/22,323.190,No Description,323.190,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 323.19 ,5267857092163
TRV,13609874,US BANK UC TRAVEL CENTER,10/3/22,582770895678,10/11/22,10.000,No Description,10.000,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900833435246
TRV,13609875,US BANK UC TRAVEL CENTER,10/3/22,582770896643,10/11/22,10.000,No Description,10.000,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900833435247
TRV,13623268,US BANK UC TRAVEL CENTER,11/23/22,105333444134,12/1/22,176.480,No Description,176.480,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 176.48 ,5267858818661
TRV,13623300,US BANK UC TRAVEL CENTER,11/23/22,583281082961,12/1/22,10.000,No Description,10.000,57211,69085,31178,UIPHS1,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900834043529
TRV,13618408,US BANK UC TRAVEL CENTER,11/1/22,108688000937,11/9/22,405.650,No Description,405.650,57211,69245,12159,      ,IMDIV,EFT,Travel DB US Bank Clearing, 405.65 ,5267858233090
TRV,13618441,US BANK UC TRAVEL CENTER,11/1/22,583060969632,11/9/22,10.000,No Description,10.000,57211,69245,12159,      ,IMDIV,EFT,Travel DB US Bank Clearing, 10.00 ,8900834042364
TRV,13622604,US BANK UC TRAVEL CENTER,11/21/22,103741807093,11/29/22,235.880,No Description,235.880,57211,69245,12247,IPSEMI,     ,EFT,Travel DB US Bank Clearing, 235.88 ,5267858818535
TRV,13622657,US BANK UC TRAVEL CENTER,11/21/22,583260926198,11/29/22,10.000,No Description,10.000,57211,69245,12247,IPSEMI,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900834043394
TRV,13604997,US BANK UC TRAVEL CENTER,9/14/22,105972609322,9/22/22,444.450,No Description,444.450,57211,69440,24557,      ,     ,EFT,Travel DB US Bank Clearing, 444.45 ,5267856400974
TRV,13605048,US BANK UC TRAVEL CENTER,9/14/22,582581296366,9/22/22,10.000,No Description,10.000,57211,69440,24557,      ,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900817867575
TRV,13608383,US BANK UC TRAVEL CENTER,9/27/22,FREY090743X1,10/5/22,281.830,No Description,281.830,57211,69440,24557,      ,     ,EFT,Travel DB US Bank Clearing, 281.83 ,5267857091697
TRV,13608384,US BANK UC TRAVEL CENTER,9/27/22,FREY090743X2,10/5/22,10.000,No Description,10.000,57211,69440,24557,      ,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900833327125
TRV,13585818,US BANK UC TRAVEL CENTER,6/21/22,100327090973,6/29/22,217.340,No Description,217.340,57211,69455,19510,      ,     ,EFT,Travel DB US Bank Clearing, 217.34 ,5267753661866
TRV,13585842,US BANK UC TRAVEL CENTER,6/21/22,581730735060,6/29/22,10.000,No Description,10.000,57211,69455,19510,      ,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900815986130
TRV,13570819,US BANK UC TRAVEL CENTER,5/3/22,100737956052,5/11/22,297.000,No Description,297.000,57211,69480,23447,FYUHSI,FYOPS,EFT,Travel DB US Bank Clearing, 297.00 ,5267751967545
TRV,13570844,US BANK UC TRAVEL CENTER,5/3/22,581240779533,5/11/22,10.000,No Description,10.000,57211,69480,23447,FYUHSI,FYOPS,EFT,Travel DB US Bank Clearing, 10.00 ,8900815982364
TRV,13574920,US BANK UC TRAVEL CENTER,5/17/22,100305197299,5/25/22,118.980,No Description,118.980,57211,69480,23447,FYUHSI,FYOPS,EFT,Travel DB US Bank Clearing, 118.98 ,5267752214381
TRV,13574960,US BANK UC TRAVEL CENTER,5/17/22,581380961978,5/25/22,10.000,No Description,10.000,57211,69480,23447,FYUHSI,FYOPS,EFT,Travel DB US Bank Clearing, 10.00 ,8900815983635
TRV,13600854,US BANK UC TRAVEL CENTER,8/30/22,331900726741,9/7/22,581.310,No Description,581.310,57211,69742,21961,      ,BSPRD,EFT,Travel DB US Bank Clearing, 581.31 ,0277855672417
TRV,13600879,US BANK UC TRAVEL CENTER,8/30/22,582430894005,9/7/22,32.000,No Description,32.000,57211,69742,21961,      ,BSPRD,EFT,Travel DB US Bank Clearing, 32.00 ,8900817447510
TRV,13612370,US BANK UC TRAVEL CENTER,10/11/22,103058684282,10/19/22,682.710,No Description,682.710,57211,69742,21961,      ,BSPRD,EFT,Travel DB US Bank Clearing, 682.71 ,0167857092950
TRV,13612405,US BANK UC TRAVEL CENTER,10/11/22,582851189181,10/19/22,32.000,No Description,32.000,57211,69742,21961,      ,BSPRD,EFT,Travel DB US Bank Clearing, 32.00 ,8900833436035
TRV,13621330,US BANK UC TRAVEL CENTER,11/14/22,108347698464,11/22/22,402.160,No Description,402.160,57211,69742,21961,      ,BSPRD,EFT,Travel DB US Bank Clearing, 402.16 ,5267858457718
TRV,13621351,US BANK UC TRAVEL CENTER,11/14/22,583190989323,11/22/22,10.000,No Description,10.000,57211,69742,21961,      ,BSPRD,EFT,Travel DB US Bank Clearing, 10.00 ,8900834043086
TRV,13605003,US BANK UC TRAVEL CENTER,9/14/22,105972609421,9/22/22,269.460,No Description,269.460,57211,69742,21962,      ,     ,EFT,Travel DB US Bank Clearing, 269.46 ,5267856401027
TRV,13605054,US BANK UC TRAVEL CENTER,9/14/22,582581330405,9/22/22,10.000,No Description,10.000,57211,69742,21962,      ,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900817867624
TRV,13612353,US BANK UC TRAVEL CENTER,10/11/22,102904680577,10/19/22,321.310,No Description,321.310,57211,69742,31648,      ,     ,EFT,Travel DB US Bank Clearing, 321.31 ,5267857092862
TRV,13612398,US BANK UC TRAVEL CENTER,10/11/22,582851143550,10/19/22,10.000,No Description,10.000,57211,69742,31648,      ,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900833435944
TRV,13587426,US BANK UC TRAVEL CENTER,6/29/22,100941390403,7/8/22,126.950,No Description,126.950,57211,69742,31648,      ,BSPRD,EFT,Travel DB US Bank Clearing, 126.95 ,5267754070995
TRV,13587449,US BANK UC TRAVEL CENTER,6/29/22,581811024558,7/8/22,10.000,No Description,10.000,57211,69742,31648,      ,BSPRD,EFT,Travel DB US Bank Clearing, 10.00 ,8900816795414
TRV,13549696,US BANK UC TRAVEL CENTER,2/16/22,100996554013,2/24/22,321.540,No Description,321.540,57211,69763,15312,      ,EVLMK,EFT,Travel DB US Bank Clearing, 321.54 ,5267703521292
TRV,13549728,US BANK UC TRAVEL CENTER,2/16/22,580480956242,2/24/22,10.000,No Description,10.000,57211,69763,15312,      ,EVLMK,EFT,Travel DB US Bank Clearing, 10.00 ,8900814776491
TRV,13549267,US BANK UC TRAVEL CENTER,2/14/22,100497272885,2/22/22,172.960,No Description,172.960,57211,69770,11329,3BEARS,EAZ_L,EFT,Travel DB US Bank Clearing, 172.96 ,5267703329936
TRV,13549285,US BANK UC TRAVEL CENTER,2/14/22,580460541271,2/22/22,32.000,No Description,32.000,57211,69770,11329,3BEARS,EAZ_L,EFT,Travel DB US Bank Clearing, 32.00 ,8900814776393
TRV,13616155,US BANK UC TRAVEL CENTER,10/24/22,102749687485,11/1/22,236.560,No Description,236.560,57211,69770,12527,3BEARS,LSMXT,EFT,Travel DB US Bank Clearing, 236.56 ,5267857972936
TRV,13616215,US BANK UC TRAVEL CENTER,10/24/22,582981052783,11/1/22,10.000,No Description,10.000,57211,69770,12527,3BEARS,LSMXT,EFT,Travel DB US Bank Clearing, 10.00 ,8900833722070
TRV,13602598,US BANK UC TRAVEL CENTER,9/6/22,100226046908,9/14/22,406.500,No Description,406.500,57211,69770,12633,3BEARS,HUKW1,EFT,Travel DB US Bank Clearing, 406.50 ,5267856139575
TRV,13602633,US BANK UC TRAVEL CENTER,9/6/22,582500897672,9/14/22,10.000,No Description,10.000,57211,69770,12633,3BEARS,HUKW1,EFT,Travel DB US Bank Clearing, 10.00 ,8900817447968
TRV,13549291,US BANK UC TRAVEL CENTER,2/14/22,580460598883,2/22/22,32.000,No Description,32.000,57211,69770,13162,3BEARS,SZW2A,EFT,Travel DB US Bank Clearing, 32.00 ,8900814776380
TRV,13600839,US BANK UC TRAVEL CENTER,8/30/22,105038050022,9/7/22,248.110,No Description,248.110,57211,69799,10805,3S00MC,CCEXR,EFT,Travel DB US Bank Clearing, 248.11 ,5267855672365
TRV,13600892,US BANK UC TRAVEL CENTER,8/30/22,582431070837,9/7/22,10.000,No Description,10.000,57211,69799,10805,3S00MC,CCEXR,EFT,Travel DB US Bank Clearing, 10.00 ,8900817447458
TRV,13549698,US BANK UC TRAVEL CENTER,2/16/22,100996554047,2/24/22,155.230,No Description,155.230,57211,69799,20930,URADMS,     ,EFT,Travel DB US Bank Clearing, 155.23 ,5267703521325
TRV,13549731,US BANK UC TRAVEL CENTER,2/16/22,580480993039,2/24/22,10.000,No Description,10.000,57211,69799,20930,URADMS,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900814776525
TRV,13553181,US BANK UC TRAVEL CENTER,3/2/22,100496465133,3/10/22,292.950,No Description,292.950,57211,70100,18989,      ,     ,EFT,Travel DB US Bank Clearing, 292.95 ,0167749528677
TRV,13553219,US BANK UC TRAVEL CENTER,3/2/22,580621044677,3/10/22,10.000,No Description,10.000,57211,70100,18989,      ,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900815113353
TRV,13549455,US BANK UC TRAVEL CENTER,2/15/22,331900726723,2/23/22,282.790,No Description,282.790,57211,70100,19007,      ,     ,EFT,Travel DB US Bank Clearing, 282.79 ,0277703521271
TRV,13549482,US BANK UC TRAVEL CENTER,2/15/22,580470896029,2/23/22,10.000,No Description,10.000,57211,70100,19007,      ,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900814776471
TRV,13555187,US BANK UC TRAVEL CENTER,3/9/22,100035385514,3/17/22,271.010,No Description,271.010,57211,70100,19043,      ,     ,EFT,Travel DB US Bank Clearing, 271.01 ,5267749880141
TRV,13555188,US BANK UC TRAVEL CENTER,3/9/22,100035385522,3/17/22,133.980,No Description,133.980,57211,70100,19043,      ,     ,EFT,Travel DB US Bank Clearing, 133.98 ,5267749880146
TRV,13555212,US BANK UC TRAVEL CENTER,3/9/22,580691019693,3/17/22,32.000,No Description,32.000,57211,70100,19043,      ,     ,EFT,Travel DB US Bank Clearing, 32.00 ,8900815196577
TRV,13555237,US BANK UC TRAVEL CENTER,3/9/22,580691305993,3/17/22,32.000,No Description,32.000,57211,70100,19043,      ,     ,EFT,Travel DB US Bank Clearing, 32.00 ,8900815196581
TRV,13546060,US BANK UC TRAVEL CENTER,2/1/22,100584257851,2/9/22,127.960,No Description,127.960,57211,70140,19097,      ,     ,EFT,Travel DB US Bank Clearing, 127.96 ,5267703036843
TRV,13546082,US BANK UC TRAVEL CENTER,2/1/22,580330631778,2/9/22,10.000,No Description,10.000,57211,70140,19097,      ,     ,EFT,Travel DB US Bank Clearing, 10.00 ,8900814328157
TRV,13580736,US BANK UC TRAVEL CENTER,5/31/22,100803298681,6/8/22,309.710,No Description,309.710,57211,70254,30017,      ,CPS87,EFT,Travel DB US Bank Clearing, 309.71 ,5267752702124
TRV,13580756,US BANK UC TRAVEL CENTER,5/31/22,581520921578,6/8/22,10.000,No Description,10.000,57211,70254,30017,      ,CPS87,EFT,Travel DB US Bank Clearing, 10.00 ,8900815984799
TRV,13543055,US BANK UC TRAVEL CENTER,1/18/22,580190568993,1/26/22,10.000,No Description,10.000,57211,70281,11367,      ,EAREC,EFT,Travel DB US Bank Clearing, 10.00 ,8900814327790
TRV,13543343,US BANK UC TRAVEL CENTER,1/18/22,100891669850,1/28/22,117.950,No Description,117.950,57211,70281,11367,      ,EAREC,EFT,Travel DB US Bank Clearing, 117.95 ,5267702676016
TRV,13543346,US BANK UC TRAVEL CENTER,1/19/22,100891726577,1/28/22,117.950,No Description,117.950,57211,70281,11367,      ,EAREC,EFT,Travel DB US Bank Clearing, 117.95 ,5267702676037
TRV,13543349,US BANK UC TRAVEL CENTER,1/18/22,100891791337,1/28/22,-117.950,No Description,-117.950,57211,70281,11367,      ,EAREC,EFT,Travel DB US Bank Clearing, (117.95),5267702676016
TRV,13543352,US BANK UC TRAVEL CENTER,1/19/22,580200798025,1/28/22,10.000,No Description,10.000,57211,70281,11367,      ,EAREC,EFT,Travel DB US Bank Clearing, 10.00 ,8900814327813
TRV,13549268,US BANK UC TRAVEL CENTER,2/14/22,100497272901,2/22/22,117.950,No Description,117.950,57211,70281,11367,CSLAY2,EAREC,EFT,Travel DB US Bank Clearing, 117.95 ,5267703329954
TRV,13549297,US BANK UC TRAVEL CENTER,2/14/22,580460696844,2/22/22,10.000,No Description,10.000,57211,70281,11367,CSLAY2,EAREC,EFT,Travel DB US Bank Clearing, 10.00 ,8900814776409
TRV,13549686,US BANK UC TRAVEL CENTER,2/16/22,100135978867,2/24/22,218.350,No Description,218.350,57211,70282,11367,CSLAY2,EAREC,EFT,Travel DB US Bank Clearing, 218.35 ,0167703521318
TRV,13549746,US BANK UC TRAVEL CENTER,2/16/22,580481156453,2/24/22,10.000,No Description,10.000,57211,70282,11367,CSLAY2,EAREC,EFT,Travel DB US Bank Clearing, 10.00 ,8900814776520
TRV,13551632,US BANK UC TRAVEL CENTER,2/23/22,100500633519,3/3/22,207.950,No Description,207.950,57211,70282,11367,CSLAY2,EAREC,EFT,Travel DB US Bank Clearing, 207.95 ,5267703750444
TRV,13551666,US BANK UC TRAVEL CENTER,2/23/22,580551113343,3/3/22,10.000,No Description,10.000,57211,70282,11367,CSLAY2,EAREC,EFT,Travel DB US Bank Clearing, 10.00 ,8900814777008
TRV,13572685,US BANK UC TRAVEL CENTER,5/9/22,100862711605,5/17/22,389.130,No Description,389.130,57211,70405,14007,      ,CPM25,EFT,Travel DB US Bank Clearing, 389.13 ,0167752213553
TRV,13572686,US BANK UC TRAVEL CENTER,5/9/22,100862711613,5/17/22,518.310,No Description,518.310,57211,70405,14007,      ,CPM25,EFT,Travel DB US Bank Clearing, 518.31 ,0167752213557
TRV,13572793,US BANK UC TRAVEL CENTER,5/9/22,581300678130,5/17/22,10.000,No Description,10.000,57211,70405,14007,      ,CPM25,EFT,Travel DB US Bank Clearing, 10.00 ,8900815982856
TRV,13572794,US BANK UC TRAVEL CENTER,5/9/22,581300679518,5/17/22,10.000,No Description,10.000,57211,70405,14007,      ,CPM25,EFT,Travel DB US Bank Clearing, 10.00 ,8900815982859
TRV,13582081,US BANK UC TRAVEL CENTER,6/6/22,581581030677,6/14/22,32.000,No Description,32.000,57211,70471,11959,      ,     ,EFT,Travel DB US Bank Clearing, 32.00 ,8900815985234
TRV,13594717,US BANK UC TRAVEL CENTER,8/2/22,100556020188,8/10/22,308.670,No Description,308.670,57211,71071,12984,      ,PAJLX,EFT,Travel DB US Bank Clearing, 308.67 ,5267754997075
TRV,13594738,US BANK UC TRAVEL CENTER,8/2/22,582150912106,8/10/22,32.000,No Description,32.000,57211,71071,12984,      ,PAJLX,EFT,Travel DB US Bank Clearing, 32.00 ,8900817033101
TRV,13586951,US BANK UC TRAVEL CENTER,6/27/22,100448432199,7/5/22,347.720,No Description,347.720,57211,71091,12466,HHMRDG,LQRJM,EFT,Travel DB US Bank Clearing, 347.72 ,0167753792875
TRV,13586978,US BANK UC TRAVEL CENTER,6/27/22,581790818339,7/5/22,32.000,No Description,32.000,57211,71091,12466,HHMRDG,LQRJM,EFT,Travel DB US Bank Clearing, 32.00 ,8900816795250
